Outlet_ID,Outlet_Name,Staff_Score,Workforce_Category,Workforce_Alert_Level,Latest_Scheduling_Status,Marketing_Score,Effectiveness_Category,Marketing_Alert_Level,Average_Campaign_ROI,Inventory_Score,High_Risk_SKUs,Recommended_Replenishment_Units,Inventory_Priority,Inventory_Action,Inventory_Status,Operational_Health_Score,Cross_Functional_Risks,Primary_Focus_Area,Operational_Priority,Operational_Insight,Recommended_Action
OUT0627,Franchise Outlet 0627,93.56,Top Performer,Medium,Understaffed,77.42,High Performing,Low,2.9,35.0,0,2972,Medium,REORDER,Low,70.34,1,Inventory,Medium,Operational health is 70.3/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,972 replenishment units before the next demand cycle."
OUT0628,Franchise Outlet 0628,57.46,Needs Improvement,High,Overstaffed,48.3,Moderate,Medium,1.01,100.0,0,130,Medium,MONITOR_WASTAGE,Healthy,67.02,2,Marketing,Medium,Operational health is 67.0/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0629,Franchise Outlet 0629,65.83,Needs Improvement,High,Overstaffed,54.1,Moderate,Low,1.67,35.0,0,748,Medium,REORDER,Low,52.48,3,Inventory,High,Operational health is 52.5/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 748 replenishment units before the next demand cycle.
OUT0630,Franchise Outlet 0630,65.5,Needs Improvement,High,Overstaffed,50.33,Moderate,High,1.22,35.0,0,966,Medium,REORDER,Low,51.04,3,Inventory,High,Operational health is 51.0/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 966 replenishment units before the next demand cycle.
OUT0631,Franchise Outlet 0631,85.61,Meets Expectations,Medium,Understaffed,61.64,Moderate,Low,1.99,35.0,0,1496,Medium,REORDER,Low,62.04,2,Inventory,Medium,Operational health is 62.0/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,496 replenishment units before the next demand cycle."
OUT0632,Franchise Outlet 0632,91.27,Top Performer,Medium,Understaffed,65.12,Moderate,Medium,2.2,100.0,0,1655,Low,NO_ACTION,Healthy,84.74,1,Marketing,Medium,Operational health is 84.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0633,Franchise Outlet 0633,64.99,Needs Improvement,High,Overstaffed,53.94,Moderate,Medium,1.44,100.0,0,452,Medium,MONITOR_WASTAGE,Healthy,71.63,2,Marketing,Medium,Operational health is 71.6/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0634,Franchise Outlet 0634,68.01,Meets Expectations,Medium,Overstaffed,48.23,Moderate,Medium,1.93,100.0,0,783,Low,NO_ACTION,Healthy,70.68,2,Marketing,Medium,Operational health is 70.7/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0635,Franchise Outlet 0635,82.13,Meets Expectations,Medium,Understaffed,55.08,Moderate,Low,1.83,35.0,0,1169,Medium,REORDER,Low,58.52,2,Inventory,Medium,Operational health is 58.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,169 replenishment units before the next demand cycle."
OUT0636,Franchise Outlet 0636,68.55,Meets Expectations,Medium,Overstaffed,55.77,Moderate,Low,2.12,100.0,0,440,Medium,MONITOR_WASTAGE,Healthy,73.51,2,Marketing,Medium,Operational health is 73.5/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0637,Franchise Outlet 0637,91.88,Top Performer,Medium,Understaffed,70.24,Moderate,Low,2.19,35.0,0,3067,Medium,REORDER,Low,67.24,1,Inventory,Medium,Operational health is 67.2/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 3,067 replenishment units before the next demand cycle."
OUT0638,Franchise Outlet 0638,73.31,Meets Expectations,Low,Balanced,63.7,Moderate,Low,1.99,35.0,0,1583,Medium,REORDER,Low,58.45,2,Inventory,Medium,Operational health is 58.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,583 replenishment units before the next demand cycle."
OUT0639,Franchise Outlet 0639,73.88,Meets Expectations,Medium,Overstaffed,60.95,Moderate,Medium,1.63,100.0,0,224,Low,NO_ACTION,Healthy,77.19,1,Marketing,Medium,Operational health is 77.2/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0640,Franchise Outlet 0640,92.96,Top Performer,Medium,Understaffed,72.98,Moderate,Low,2.65,100.0,0,1859,Low,NO_ACTION,Healthy,88.08,0,Marketing,Low,Operational health is 88.1/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0641,Franchise Outlet 0641,91.34,Top Performer,Medium,Understaffed,76.6,High Performing,Low,2.73,100.0,0,1381,Medium,MONITOR_WASTAGE,Healthy,88.78,0,Marketing,Medium,Operational health is 88.8/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0642,Franchise Outlet 0642,92.81,Top Performer,Medium,Understaffed,64.2,Moderate,Low,2.65,35.0,0,2285,Medium,REORDER,Low,65.45,2,Inventory,Medium,Operational health is 65.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,285 replenishment units before the next demand cycle."
OUT0643,Franchise Outlet 0643,89.57,Meets Expectations,Medium,Understaffed,62.24,Moderate,Medium,1.79,100.0,0,1288,Medium,MONITOR_WASTAGE,Healthy,83.13,1,Marketing,Medium,Operational health is 83.1/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0644,Franchise Outlet 0644,93.98,Top Performer,Medium,Understaffed,67.13,Moderate,Low,1.92,35.0,0,2731,Medium,REORDER,Low,66.89,2,Inventory,Medium,Operational health is 66.9/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,731 replenishment units before the next demand cycle."
OUT0645,Franchise Outlet 0645,61.25,Needs Improvement,High,Overstaffed,54.93,Moderate,Low,1.12,35.0,0,369,Medium,REORDER,Low,51.16,3,Inventory,High,Operational health is 51.2/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 369 replenishment units before the next demand cycle.
OUT0646,Franchise Outlet 0646,94.7,Top Performer,Medium,Understaffed,74.18,Moderate,Medium,2.29,100.0,0,2253,Medium,MONITOR_WASTAGE,Healthy,89.11,0,Marketing,Medium,Operational health is 89.1/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0647,Franchise Outlet 0647,82.93,Meets Expectations,Medium,Understaffed,62.62,Moderate,Low,2.51,35.0,0,2095,Medium,REORDER,Low,61.44,2,Inventory,Medium,Operational health is 61.4/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,095 replenishment units before the next demand cycle."
OUT0648,Franchise Outlet 0648,87.84,Meets Expectations,Medium,Understaffed,58.19,Moderate,Medium,1.6,35.0,0,2013,Medium,REORDER,Low,61.61,2,Inventory,Medium,Operational health is 61.6/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,013 replenishment units before the next demand cycle."
OUT0649,Franchise Outlet 0649,71.34,Meets Expectations,Low,Balanced,52.94,Moderate,Medium,1.33,35.0,0,821,Medium,REORDER,Low,54.0,2,Inventory,High,Operational health is 54.0/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 821 replenishment units before the next demand cycle.
OUT0650,Franchise Outlet 0650,57.87,Needs Improvement,High,Overstaffed,46.42,Moderate,Medium,1.24,100.0,0,112,Low,NO_ACTION,Healthy,66.5,2,Marketing,Medium,Operational health is 66.5/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0651,Franchise Outlet 0651,80.78,Meets Expectations,Medium,Understaffed,63.73,Moderate,Low,1.64,100.0,0,1014,Medium,MONITOR_WASTAGE,Healthy,80.58,1,Marketing,Medium,Operational health is 80.6/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0652,Franchise Outlet 0652,91.85,Top Performer,Medium,Understaffed,58.72,Moderate,Medium,2.11,100.0,0,1146,Low,NO_ACTION,Healthy,82.7,1,Marketing,Medium,Operational health is 82.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0653,Franchise Outlet 0653,64.06,Needs Improvement,High,Overstaffed,50.9,Moderate,Medium,1.45,100.0,0,572,Medium,MONITOR_WASTAGE,Healthy,70.24,2,Marketing,Medium,Operational health is 70.2/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0654,Franchise Outlet 0654,80.2,Meets Expectations,Medium,Understaffed,62.33,Moderate,Medium,1.96,35.0,0,1202,Medium,REORDER,Low,60.39,2,Inventory,Medium,Operational health is 60.4/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,202 replenishment units before the next demand cycle."
OUT0655,Franchise Outlet 0655,94.82,Top Performer,Medium,Understaffed,60.12,Moderate,Low,1.75,100.0,0,887,Low,NO_ACTION,Healthy,84.23,1,Marketing,Medium,Operational health is 84.2/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0656,Franchise Outlet 0656,94.76,Top Performer,Medium,Understaffed,69.04,Moderate,Medium,2.05,35.0,0,2985,Medium,REORDER,Low,67.83,2,Inventory,Medium,Operational health is 67.8/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,985 replenishment units before the next demand cycle."
OUT0657,Franchise Outlet 0657,68.38,Meets Expectations,Medium,Overstaffed,61.1,Moderate,Low,1.73,35.0,0,1256,Medium,REORDER,Low,55.82,3,Inventory,Medium,Operational health is 55.8/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,256 replenishment units before the next demand cycle."
OUT0658,Franchise Outlet 0658,72.06,Meets Expectations,Low,Balanced,50.12,Moderate,Medium,1.53,100.0,0,472,Medium,MONITOR_WASTAGE,Healthy,72.76,1,Marketing,Medium,Operational health is 72.8/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0659,Franchise Outlet 0659,54.17,Needs Improvement,High,Overstaffed,45.83,Moderate,Medium,1.03,100.0,0,130,Low,NO_ACTION,Healthy,65.0,2,Marketing,High,Operational health is 65.0/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0660,Franchise Outlet 0660,92.49,Top Performer,Medium,Understaffed,70.54,Moderate,Low,2.83,100.0,0,2430,Low,NO_ACTION,Healthy,87.06,0,Marketing,Low,Operational health is 87.1/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0661,Franchise Outlet 0661,87.89,Meets Expectations,Medium,Understaffed,57.91,Moderate,Medium,2.04,35.0,0,1881,Medium,REORDER,Low,61.53,2,Inventory,Medium,Operational health is 61.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,881 replenishment units before the next demand cycle."
OUT0662,Franchise Outlet 0662,62.78,Needs Improvement,High,Overstaffed,42.88,Moderate,High,1.09,100.0,0,48,Low,NO_ACTION,Healthy,66.98,2,Marketing,Medium,Operational health is 67.0/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0663,Franchise Outlet 0663,73.7,Meets Expectations,Low,Balanced,55.78,Moderate,Medium,1.32,35.0,0,1231,Medium,REORDER,Low,55.82,2,Inventory,Medium,Operational health is 55.8/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,231 replenishment units before the next demand cycle."
OUT0664,Franchise Outlet 0664,73.7,Meets Expectations,Low,Balanced,61.3,Moderate,Low,1.61,100.0,0,924,Low,NO_ACTION,Healthy,77.25,1,Marketing,Medium,Operational health is 77.2/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0665,Franchise Outlet 0665,64.93,Needs Improvement,High,Overstaffed,48.63,Moderate,Medium,1.45,35.0,0,628,Medium,REORDER,Low,50.25,3,Inventory,High,Operational health is 50.2/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 628 replenishment units before the next demand cycle.
OUT0666,Franchise Outlet 0666,84.87,Meets Expectations,Medium,Understaffed,57.12,Moderate,Medium,2.19,100.0,0,663,Medium,MONITOR_WASTAGE,Healthy,79.7,1,Marketing,Medium,Operational health is 79.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0667,Franchise Outlet 0667,94.19,Top Performer,Medium,Understaffed,80.01,High Performing,Low,2.92,100.0,0,1404,Low,NO_ACTION,Healthy,90.97,0,Marketing,Low,Operational health is 91.0/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0668,Franchise Outlet 0668,66.88,Meets Expectations,Medium,Overstaffed,54.63,Moderate,Medium,2.05,100.0,0,667,Medium,MONITOR_WASTAGE,Healthy,72.53,2,Marketing,Medium,Operational health is 72.5/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0669,Franchise Outlet 0669,86.78,Meets Expectations,Medium,Understaffed,73.79,Moderate,Low,2.37,100.0,0,345,Low,NO_ACTION,Healthy,86.2,0,Marketing,Low,Operational health is 86.2/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0670,Franchise Outlet 0670,63.02,Needs Improvement,High,Overstaffed,48.09,Moderate,Medium,1.17,100.0,0,388,Low,NO_ACTION,Healthy,68.89,2,Marketing,Medium,Operational health is 68.9/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0671,Franchise Outlet 0671,93.21,Top Performer,Medium,Understaffed,68.28,Moderate,Low,2.79,100.0,0,692,Medium,MONITOR_WASTAGE,Healthy,86.52,1,Marketing,Medium,Operational health is 86.5/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0672,Franchise Outlet 0672,85.82,Meets Expectations,Medium,Understaffed,61.43,Moderate,Low,2.46,35.0,0,1453,Medium,REORDER,Low,62.04,2,Inventory,Medium,Operational health is 62.0/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,453 replenishment units before the next demand cycle."
OUT0673,Franchise Outlet 0673,72.8,Meets Expectations,Medium,Overstaffed,59.12,Moderate,Low,2.07,100.0,0,460,Medium,MONITOR_WASTAGE,Healthy,76.17,1,Marketing,Medium,Operational health is 76.2/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0674,Franchise Outlet 0674,55.23,Needs Improvement,High,Overstaffed,45.81,Moderate,High,0.88,35.0,0,345,Medium,REORDER,Low,45.86,3,Inventory,High,Operational health is 45.9/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 345 replenishment units before the next demand cycle.
OUT0675,Franchise Outlet 0675,87.51,Meets Expectations,Medium,Understaffed,61.79,Moderate,Medium,1.88,35.0,0,1216,Medium,REORDER,Low,62.76,2,Inventory,Medium,Operational health is 62.8/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,216 replenishment units before the next demand cycle."
OUT0676,Franchise Outlet 0676,69.17,Meets Expectations,Medium,Overstaffed,62.2,Moderate,Low,1.51,100.0,0,402,Medium,MONITOR_WASTAGE,Healthy,75.98,2,Marketing,Medium,Operational health is 76.0/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0677,Franchise Outlet 0677,79.05,Meets Expectations,Medium,Understaffed,58.05,Moderate,Medium,2.23,10.0,1,2349,High,URGENT_REORDER,Critical,50.98,2,Inventory,High,Operational health is 51.0/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 2,349 replenishment units before the next demand cycle."
OUT0678,Franchise Outlet 0678,61.16,Needs Improvement,High,Overstaffed,53.7,Moderate,Low,1.34,10.0,1,621,High,URGENT_REORDER,Critical,43.2,3,Inventory,High,Operational health is 43.2/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,Complete the inventory action and plan 621 replenishment units before the next demand cycle.
OUT0679,Franchise Outlet 0679,90.0,Meets Expectations,Medium,Understaffed,64.84,Moderate,Low,1.91,100.0,0,979,Low,NO_ACTION,Healthy,84.19,1,Marketing,Medium,Operational health is 84.2/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0680,Franchise Outlet 0680,94.2,Top Performer,Medium,Understaffed,77.01,High Performing,Low,2.04,10.0,1,3376,High,URGENT_REORDER,Critical,62.92,1,Inventory,High,Operational health is 62.9/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 3,376 replenishment units before the next demand cycle."
OUT0681,Franchise Outlet 0681,61.81,Needs Improvement,High,Overstaffed,45.71,Moderate,Medium,1.09,100.0,0,405,Medium,MONITOR_WASTAGE,Healthy,67.63,2,Marketing,Medium,Operational health is 67.6/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0682,Franchise Outlet 0682,66.9,Meets Expectations,Medium,Overstaffed,58.95,Moderate,Low,1.65,100.0,0,668,Low,NO_ACTION,Healthy,74.05,2,Marketing,Medium,Operational health is 74.0/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0683,Franchise Outlet 0683,79.25,Meets Expectations,Low,Balanced,63.85,Moderate,Low,1.44,35.0,0,900,Medium,REORDER,Low,60.58,2,Inventory,Medium,Operational health is 60.6/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 900 replenishment units before the next demand cycle.
OUT0684,Franchise Outlet 0684,58.07,Needs Improvement,High,Overstaffed,48.4,Moderate,High,1.19,100.0,0,195,Low,NO_ACTION,Healthy,67.26,2,Marketing,Medium,Operational health is 67.3/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0685,Franchise Outlet 0685,91.71,Top Performer,Medium,Understaffed,76.23,High Performing,Low,2.96,100.0,0,2347,Low,NO_ACTION,Healthy,88.78,0,Marketing,Low,Operational health is 88.8/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0686,Franchise Outlet 0686,54.44,Needs Improvement,High,Overstaffed,54.14,Moderate,Low,0.89,100.0,0,211,Medium,MONITOR_WASTAGE,Healthy,68.0,2,Marketing,High,Operational health is 68.0/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0687,Franchise Outlet 0687,72.4,Meets Expectations,Low,Balanced,60.62,Moderate,Low,1.65,10.0,1,1513,High,URGENT_REORDER,Critical,49.56,2,Inventory,High,Operational health is 49.6/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 1,513 replenishment units before the next demand cycle."
OUT0688,Franchise Outlet 0688,60.4,Needs Improvement,High,Overstaffed,44.81,Moderate,Medium,1.34,100.0,0,256,Medium,MONITOR_WASTAGE,Healthy,66.82,2,Marketing,Medium,Operational health is 66.8/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0689,Franchise Outlet 0689,61.04,Needs Improvement,High,Overstaffed,48.91,Moderate,Medium,1.06,100.0,0,274,Low,NO_ACTION,Healthy,68.48,2,Marketing,Medium,Operational health is 68.5/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0690,Franchise Outlet 0690,92.74,Top Performer,Medium,Understaffed,74.88,Moderate,Low,2.75,35.0,0,2484,Medium,REORDER,Low,69.17,1,Inventory,Medium,Operational health is 69.2/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,484 replenishment units before the next demand cycle."
OUT0691,Franchise Outlet 0691,79.53,Meets Expectations,Medium,Understaffed,56.87,Moderate,Low,2.23,100.0,0,730,Medium,MONITOR_WASTAGE,Healthy,77.74,1,Marketing,Medium,Operational health is 77.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0692,Franchise Outlet 0692,89.84,Meets Expectations,Medium,Understaffed,55.28,Moderate,Low,1.45,100.0,0,125,Low,NO_ACTION,Healthy,80.79,1,Marketing,Medium,Operational health is 80.8/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0693,Franchise Outlet 0693,93.23,Top Performer,Medium,Understaffed,73.2,Moderate,Medium,2.44,100.0,0,478,Medium,MONITOR_WASTAGE,Healthy,88.25,0,Marketing,Medium,Operational health is 88.2/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0694,Franchise Outlet 0694,90.79,Meets Expectations,Medium,Understaffed,56.9,Moderate,Low,1.83,10.0,1,1424,High,URGENT_REORDER,Critical,54.69,2,Inventory,High,Operational health is 54.7/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 1,424 replenishment units before the next demand cycle."
OUT0695,Franchise Outlet 0695,95.25,Top Performer,Medium,Understaffed,55.16,Moderate,Medium,2.04,35.0,0,2130,Medium,REORDER,Low,63.14,2,Inventory,Medium,Operational health is 63.1/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,130 replenishment units before the next demand cycle."
OUT0696,Franchise Outlet 0696,67.09,Meets Expectations,Medium,Overstaffed,51.07,Moderate,Medium,1.7,35.0,0,749,Medium,REORDER,Low,51.86,3,Inventory,High,Operational health is 51.9/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 749 replenishment units before the next demand cycle.
OUT0697,Franchise Outlet 0697,81.39,Meets Expectations,Medium,Understaffed,58.15,Moderate,Medium,2.05,35.0,0,1403,Medium,REORDER,Low,59.34,2,Inventory,Medium,Operational health is 59.3/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,403 replenishment units before the next demand cycle."
OUT0698,Franchise Outlet 0698,78.36,Meets Expectations,Low,Balanced,65.7,Moderate,Low,2.23,35.0,0,1925,Medium,REORDER,Low,60.92,2,Inventory,Medium,Operational health is 60.9/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,925 replenishment units before the next demand cycle."
OUT0699,Franchise Outlet 0699,95.48,Top Performer,Medium,Understaffed,80.06,High Performing,Low,2.43,100.0,0,2586,Low,NO_ACTION,Healthy,91.44,0,Marketing,Low,Operational health is 91.4/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0700,Franchise Outlet 0700,61.95,Needs Improvement,High,Overstaffed,47.56,Moderate,Medium,1.04,100.0,0,491,Low,NO_ACTION,Healthy,68.33,2,Marketing,Medium,Operational health is 68.3/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0701,Franchise Outlet 0701,79.72,Meets Expectations,Medium,Understaffed,62.28,Moderate,Low,2.01,35.0,0,1486,Medium,REORDER,Low,60.2,2,Inventory,Medium,Operational health is 60.2/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,486 replenishment units before the next demand cycle."
OUT0702,Franchise Outlet 0702,95.13,Top Performer,Medium,Understaffed,70.51,Moderate,Medium,2.15,100.0,0,2191,Low,NO_ACTION,Healthy,87.97,0,Marketing,Low,Operational health is 88.0/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0703,Franchise Outlet 0703,89.13,Meets Expectations,Medium,Understaffed,67.6,Moderate,Low,2.25,100.0,0,1268,Medium,MONITOR_WASTAGE,Healthy,84.86,1,Marketing,Medium,Operational health is 84.9/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0704,Franchise Outlet 0704,58.07,Needs Improvement,High,Overstaffed,56.89,Moderate,Low,1.3,35.0,0,434,Medium,REORDER,Low,50.74,3,Inventory,High,Operational health is 50.7/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 434 replenishment units before the next demand cycle.
